Chromosome	Physical_Position_Build36(hg18)	Genetic_Map(cM)
chr10	125246318	155.0335843
chr10	125247598	155.0341146
chr10	125248327	155.0350295
chr10	125248673	155.0386351
chr10	125249606	155.1214262
chr10	125249770	155.1214685
chr10	125249909	155.1240926
chr10	125250913	155.1369486
chr10	125251913	155.1381946
chr10	125252754	155.1385014
chr10	125254517	155.1407893
chr10	125255794	155.1423635
chr10	125256025	155.1426258
chr10	125256197	155.1428191
chr10	125259845	155.1455702
chr10	125263503	155.1490418
chr10	125264124	155.1505087
chr10	125264216	155.1507512
chr10	125265353	155.1702295
chr10	125265448	155.1702586
chr10	125265968	155.199516
chr10	125268796	155.3500632
chr10	125269062	155.3528372
chr10	125270889	155.4532772
chr10	125273355	155.4607399
chr10	125274822	155.463594
chr10	125275433	155.4641264
chr10	125275865	155.4643542
chr10	125276809	155.4646785
chr10	125276933	155.4647634
chr10	125278294	155.4658038
chr10	125278727	155.46616
chr10	125278836	155.4661648
chr10	125279775	155.4664136
chr10	125284639	155.4677985
chr10	125286362	155.4681654
chr10	125288575	155.4687516
chr10	125292052	155.4693748
chr10	125293373	155.4696623
chr10	125297686	155.4780165
chr10	125298272	155.4794789
chr10	125299138	155.4808736
chr10	125300194	155.4831761
chr10	125300650	155.4874242
chr10	125302896	155.488357
chr10	125305930	155.4898697
chr10	125309533	155.4923272
chr10	125310294	155.4927438
chr10	125310895	155.4930508
chr10	125311509	155.4932364
chr10	125312287	155.4939726
chr10	125312540	155.4942201
chr10	125320490	155.4991769
chr10	125323196	155.5006129
chr10	125326779	155.5027112
chr10	125327465	155.5028635
chr10	125330630	155.503385
chr10	125332385	155.5037021
chr10	125332673	155.5037526
chr10	125334198	155.50394
chr10	125334747	155.5039947
chr10	125334942	155.5040053
chr10	125336981	155.5041782
chr10	125338144	155.5042823
chr10	125338184	155.5042843
chr10	125339946	155.5044448
chr10	125346706	155.5049408
chr10	125346970	155.5049591
chr10	125350764	155.5051902
chr10	125351049	155.5052049
chr10	125351259	155.5052104
chr10	125353404	155.5052981
chr10	125353928	155.505318
chr10	125356867	155.5054455
chr10	125357904	155.5054898
chr10	125358107	155.5054958
chr10	125358355	155.5055031
chr10	125358396	155.5055043
chr10	125358716	155.505518
chr10	125360062	155.5055784
chr10	125360103	155.5055794
chr10	125360963	155.5056331
chr10	125362697	155.5057685
chr10	125363105	155.5058262
chr10	125365147	155.5061175
chr10	125369396	155.5067689
chr10	125370498	155.507382
chr10	125372142	155.5080679
chr10	125373023	155.5112651
chr10	125373091	155.5112874
chr10	125373318	155.5115045
chr10	125375056	155.5137769
chr10	125375652	155.5143029
chr10	125375677	155.5143033
chr10	125377488	155.5144641
chr10	125378643	155.5145575
chr10	125383785	155.5149495
chr10	125384794	155.515022
chr10	125386151	155.5151171
chr10	125386761	155.5151634
chr10	125386789	155.5151646
chr10	125387897	155.5152288
chr10	125388227	155.5152497
chr10	125388587	155.5152734
chr10	125389070	155.5153033
chr10	125389956	155.5159181
chr10	125390544	155.5166743
chr10	125391778	155.5204011
chr10	125392031	155.5204976
chr10	125392127	155.5205218
chr10	125392451	155.5206698
chr10	125397184	155.5266234
chr10	125397926	155.5268209
chr10	125401052	155.5276369
chr10	125405895	155.5288697
chr10	125410028	155.5295164
chr10	125410876	155.5296345
chr10	125411426	155.5297127
chr10	125411614	155.5297345
chr10	125412111	155.5298167
chr10	125413441	155.530396
chr10	125414296	155.5307281
chr10	125414774	155.5309899
chr10	125417888	155.5326518
chr10	125419019	155.53309
chr10	125419696	155.5334777
chr10	125427710	155.5398029
chr10	125429028	155.5407366
chr10	125430221	155.5414924
chr10	125433992	155.54746
chr10	125434094	155.5474654
chr10	125434501	155.5477052
chr10	125436928	155.7123389
chr10	125437695	155.7131945
chr10	125438735	155.7136867
chr10	125439005	155.7137873
chr10	125440976	155.7142507
chr10	125441198	155.7142884
chr10	125441442	155.7143063
chr10	125442075	155.7147028
chr10	125442222	155.7147137
chr10	125444770	155.7150371
chr10	125445770	155.7151486
chr10	125447612	155.7155075
chr10	125449596	155.7160585
chr10	125450548	155.7163263
chr10	125453594	155.7177587
chr10	125454421	155.717946
chr10	125455295	155.7183452
chr10	125456039	155.7188084
chr10	125456108	155.7188353
chr10	125456691	155.7190533
chr10	125456905	155.7190636
chr10	125458056	155.7198564
chr10	125459602	155.7458037
chr10	125459715	155.7459899
chr10	125467834	155.7981693
chr10	125470821	155.8007283
chr10	125471853	155.8011048
chr10	125474065	155.8018357
chr10	125476109	155.802495
chr10	125477905	155.8030043
chr10	125478130	155.8030248
chr10	125481850	155.80396
chr10	125482095	155.8039639
chr10	125482127	155.8039668
chr10	125486136	155.8048925
chr10	125486235	155.80491
chr10	125486248	155.8049122
chr10	125488886	155.8061101
chr10	125489823	155.8065799
chr10	125490577	155.807057
chr10	125493454	155.8090385
chr10	125494905	155.8176299
chr10	125495391	155.8177261
chr10	125495443	155.8177319
chr10	125496076	155.8179428
chr10	125496209	155.8179603
chr10	125496292	155.8179758
chr10	125500347	155.8217559
chr10	125501440	155.8220219
chr10	125501910	155.8221165
chr10	125502132	155.8221321
chr10	125504278	155.8250343
chr10	125504333	155.8250627
chr10	125504542	155.8252069
chr10	125505819	155.8266874
chr10	125507070	155.8281805
chr10	125509967	155.8298044
chr10	125511523	155.830855
chr10	125511711	155.8308777
chr10	125512399	155.8320103
chr10	125515459	155.8357201
chr10	125515639	155.8357505
chr10	125515968	155.8360677
chr10	125516679	155.8367693
chr10	125517049	155.837225
chr10	125517450	155.8381649
chr10	125517997	155.838927
chr10	125518038	155.8389368
chr10	125518466	155.8391922
chr10	125520736	155.8424814
chr10	125523909	155.844805
chr10	125524902	155.8455765
chr10	125528620	155.8916003
chr10	125530167	155.9165094
chr10	125531484	155.9545905
chr10	125531591	155.9547771
chr10	125535441	155.9917167
chr10	125535547	155.9918923
chr10	125535626	155.9920236
chr10	125535640	155.9920473
chr10	125538454	156.1614854
chr10	125541426	156.2250148
chr10	125541921	156.234755
chr10	125542332	156.2368496
chr10	125546364	156.2496656
chr10	125546814	156.2515042
chr10	125546827	156.251514
chr10	125546945	156.2515612
chr10	125548744	156.2634918
chr10	125550202	156.2803594
chr10	125550261	156.2803769
chr10	125551962	156.2888279
chr10	125552124	156.2889869
chr10	125552214	156.2890744
chr10	125552359	156.2892262
chr10	125554890	156.2941223
chr10	125557926	156.2965468
chr10	125561733	156.2997532
chr10	125565340	156.3019909
chr10	125568724	156.3051342
chr10	125569222	156.3059947
chr10	125574808	156.3293287
chr10	125575024	156.3293854
chr10	125575153	156.3293972
chr10	125575740	156.3297179
chr10	125580176	156.3373225
chr10	125584853	156.3399798
chr10	125584956	156.3400028
chr10	125585154	156.3400463
chr10	125588233	156.341633
chr10	125589454	156.3421621
chr10	125590023	156.3423583
chr10	125590298	156.3424893
chr10	125591297	156.3428395
chr10	125591447	156.3428556
chr10	125592011	156.3430628
chr10	125597832	156.3454269
chr10	125599801	156.3465708
chr10	125605859	156.3511531
chr10	125607263	156.3530007
chr10	125607453	156.3531252
chr10	125607973	156.3538792
chr10	125615205	156.3659548
chr10	125621876	156.3849679
chr10	125626053	156.3904398
chr10	125630370	156.4032583
chr10	125633117	156.4122798
chr10	125639455	156.4294212
chr10	125639539	156.4294344
chr10	125645540	156.4459406
chr10	125651400	156.467644
chr10	125651465	156.4676474
chr10	125651968	156.4692142
chr10	125652501	156.4705154
chr10	125663537	156.5034941
chr10	125664055	156.5044529
chr10	125664754	156.5051198
chr10	125666695	156.510242
chr10	125667065	156.5108702
chr10	125667778	156.5201524
chr10	125671264	156.5388036
chr10	125673123	156.5871815
chr10	125673832	156.6052623
chr10	125673968	156.605379
chr10	125674839	156.6070427
chr10	125680154	156.6174673
chr10	125688159	156.6275712
chr10	125692716	156.6311569
chr10	125693013	156.6315953
chr10	125693092	156.6317318
chr10	125699099	156.6895937
chr10	125701872	156.6916809
chr10	125704865	156.6964672
chr10	125711728	156.704359
chr10	125715799	156.7081087
chr10	125716018	156.7081087
chr10	125716548	156.7082978
chr10	125717165	156.7085486
chr10	125718076	156.7088916
chr10	125724142	156.7108551
chr10	125726096	156.7113513
chr10	125731422	156.7136676
chr10	125731835	156.713879
chr10	125740110	156.7186904
chr10	125740515	156.7189548
chr10	125747311	156.7232468
chr10	125751429	156.726939
chr10	125752059	156.7277425
chr10	125752192	156.7279324
chr10	125753726	156.7303684
chr10	125754016	156.7310359
chr10	125755963	156.733595
chr10	125757194	156.7343789
chr10	125758210	156.7351063
chr10	125761423	156.7365788
chr10	125761507	156.7365902
chr10	125762649	156.7380943
chr10	125763435	156.7409382
chr10	125764473	156.7415749
chr10	125765776	156.7435583
chr10	125766413	156.7438691
chr10	125768215	156.7461079
chr10	125769328	156.7474019
chr10	125770350	156.7486971
chr10	125774841	156.759064
chr10	125776346	156.7617453
chr10	125776685	156.7623644
chr10	125778084	156.7649491
chr10	125786923	156.8130939
chr10	125790416	156.8944083
chr10	125792143	156.9071749
chr10	125792878	156.9086532
chr10	125793293	156.9092391
chr10	125793662	156.9096235
chr10	125797614	156.9131801
chr10	125797861	156.9133231
chr10	125803987	156.9169223
chr10	125805414	156.9177328
chr10	125808695	156.9194421
chr10	125813283	156.9219215
chr10	125817437	156.9241255
chr10	125818809	156.9249582
chr10	125824589	156.928336
chr10	125827901	156.9303159
chr10	125830212	156.9317628
chr10	125839167	156.9390924
chr10	125839415	156.9392484
chr10	125845330	156.9437704
chr10	125846298	156.9447872
chr10	125846740	156.9452932
chr10	125853107	156.9521654
chr10	125853202	156.9521716
chr10	125858592	156.9781742
chr10	125858850	156.9786103
chr10	125909785	157.207642
chr10	125910116	157.2079706
chr10	125910372	157.2081692
chr10	125910890	157.2087301
chr10	125911413	157.2092183
chr10	125911899	157.2177153
chr10	125913390	157.2401178
chr10	125913654	157.2870575
chr10	125913684	157.2870689
chr10	125914041	157.2978756
chr10	125914062	157.297885
chr10	125914585	157.3047359
chr10	125915491	157.305777
chr10	125916349	157.3064452
chr10	125921046	157.3121902
chr10	125922447	157.3136477
chr10	125923065	157.3315339
chr10	125924660	157.3330829
chr10	125925994	157.3345405
chr10	125926142	157.3345763
chr10	125926919	157.3364764
chr10	125934762	157.3533836
chr10	125936175	157.3554835
chr10	125942149	157.3615322
chr10	125944934	157.3712049
chr10	125946338	157.3849665
chr10	125946763	157.3906168
chr10	125946829	157.3913084
chr10	125949803	157.4719779
chr10	125949924	157.4721604
chr10	125950501	157.4749456
chr10	125951488	157.4783816
chr10	125952230	157.4787155
chr10	125952324	157.4787221
chr10	125953810	157.4789762
chr10	125955278	157.4791647
chr10	125957550	157.4794815
chr10	125960501	157.4797582
chr10	125962999	157.4800528
chr10	125963223	157.4800608
chr10	125966304	157.4854002
chr10	125967958	157.4874728
chr10	125969721	157.4880815
chr10	125970001	157.4882405
chr10	125970089	157.4882464
chr10	125970298	157.4883226
chr10	125976888	157.492892
chr10	125979964	157.4952188
chr10	125980398	157.4956794
chr10	125981918	157.4961439
chr10	125982716	157.4963182
chr10	125984073	157.4965683
chr10	125985761	157.4969056
chr10	125986170	157.4972838
chr10	125986195	157.4972925
chr10	125986609	157.4976706
chr10	125986960	157.4979252
chr10	125987161	157.4982076
chr10	125992634	157.511487
chr10	125993022	157.5119178
chr10	125993827	157.5124455
chr10	125997154	157.5191542
chr10	125997919	157.5194566
chr10	125998757	157.5196396
chr10	125998970	157.5196528
chr10	125999320	157.5197242
chr10	126000910	157.5219773
chr10	126002374	157.5550592
chr10	126003306	157.5596606
chr10	126004859	157.5705433
chr10	126005182	157.5707666
chr10	126006539	157.5711735
chr10	126006769	157.5712136
chr10	126008105	157.5714818
chr10	126010511	157.5720963
chr10	126010778	157.5722511
chr10	126015231	157.5760269
chr10	126021464	157.5815449
chr10	126021501	157.5815456
chr10	126021716	157.5819593
chr10	126026768	157.5961185
chr10	126027211	157.6001353
chr10	126027432	157.6001891
chr10	126027751	157.6005172
chr10	126027879	157.6011523
chr10	126030117	157.6036764
chr10	126036469	157.6093723
chr10	126036767	157.6094626
chr10	126037785	157.6097712
chr10	126037847	157.6097737
chr10	126038001	157.6097978
chr10	126039416	157.6101812
chr10	126041356	157.612757
chr10	126042135	157.6134578
chr10	126042161	157.6134812
chr10	126042430	157.6136584
chr10	126043037	157.6141386
chr10	126043556	157.614449
chr10	126044215	157.6154429
chr10	126047815	157.6516451
chr10	126048894	157.7268707
chr10	126048987	157.7270243
chr10	126049874	157.7296874
chr10	126052643	157.7355405
chr10	126052712	157.7355535
chr10	126052753	157.7355549
chr10	126055199	157.7365143
chr10	126055933	157.7368075
chr10	126057940	157.7428725
chr10	126058187	157.7428799
chr10	126060139	157.7437034
chr10	126060299	157.7437805
chr10	126063062	157.7458187
chr10	126063839	157.7461431
chr10	126068116	157.7479904
chr10	126075105	157.7500026
chr10	126076316	157.7503607
chr10	126080420	157.7514732
chr10	126080785	157.7515744
chr10	126083849	157.7525095
chr10	126083981	157.7525353
chr10	126086371	157.753315
chr10	126091456	157.7549149
chr10	126092886	157.7553567
chr10	126094012	157.7558044
chr10	126097962	157.7586327
chr10	126106446	157.7698702
chr10	126116799	157.7835785
chr10	126118542	157.785869
chr10	126125252	157.7979762
chr10	126134169	158.0124695
chr10	126134829	158.0145986
chr10	126134955	158.0147285
chr10	126139020	158.0239717
chr10	126140138	158.0267021
chr10	126142968	158.0303093
chr10	126142985	158.0303157
chr10	126143352	158.0307314
chr10	126144789	158.0384215
chr10	126147900	158.0914594
chr10	126153154	158.1520741
chr10	126157240	158.1569116
chr10	126157961	158.1576767
chr10	126158000	158.1576953
chr10	126158852	158.1598627
chr10	126159363	158.161459
chr10	126161602	158.166443
chr10	126161671	158.1664456
chr10	126162634	158.1715189
chr10	126162853	158.1715645
chr10	126163329	158.1828144
chr10	126163471	158.1828144
chr10	126163546	158.1828144
chr10	126163623	158.1828548
chr10	126166794	158.1849522
chr10	126167915	158.1856838
chr10	126168915	158.1863606
chr10	126170634	158.1877645
chr10	126170996	158.1878509
chr10	126171385	158.1879767
chr10	126172458	158.1975452
chr10	126172611	158.1975463
chr10	126172670	158.1975478
chr10	126174978	158.2422542
chr10	126175608	158.2424574
chr10	126175697	158.2424636
chr10	126176761	158.2427855
chr10	126180599	158.2443321
chr10	126182366	158.245005
chr10	126184117	158.2457124
chr10	126184239	158.2457201
chr10	126184469	158.2457912
chr10	126185135	158.2461122
chr10	126192880	158.2475993
chr10	126193803	158.2477754
chr10	126195527	158.2480996
chr10	126197196	158.2484087
chr10	126198996	158.2486584
chr10	126199568	158.2487573
chr10	126201682	158.2495113
chr10	126202140	158.2496984
chr10	126207553	158.2595067
chr10	126208410	158.2596137
chr10	126209684	158.2597783
chr10	126210637	158.25995
chr10	126213501	158.2605944
chr10	126214778	158.2608806
chr10	126217527	158.2615643
chr10	126219225	158.2619256
chr10	126219910	158.2621569
chr10	126220868	158.2624809
chr10	126223073	158.26489
chr10	126224623	158.2667974
chr10	126225492	158.2716569
chr10	126225667	158.2716569
chr10	126226409	158.2943687
chr10	126227567	158.3091872
chr10	126230809	158.3134319
chr10	126231567	158.3152755
chr10	126234918	158.3173261
chr10	126235031	158.3173301
chr10	126236053	158.3175137
chr10	126237669	158.3177979
chr10	126238190	158.3193721
chr10	126238597	158.3220933
chr10	126239837	158.330523
chr10	126243615	158.3329106
chr10	126243771	158.3329159
chr10	126244458	158.3330483
chr10	126244685	158.3330562
chr10	126246117	158.3363356
chr10	126247346	158.3378307
chr10	126248024	158.3386411
chr10	126248152	158.3387023
chr10	126248701	158.3388967
chr10	126249329	158.3392706
chr10	126250236	158.3394336
chr10	126250276	158.3394339
chr10	126250603	158.3394837
chr10	126251531	158.3397944
chr10	126253109	158.3405124
chr10	126253483	158.3407584
chr10	126255479	158.3777463
chr10	126255581	158.3777622
chr10	126256364	158.3781566
chr10	126256746	158.3785364
chr10	126256780	158.3785437
chr10	126257066	158.3787847
chr10	126257269	158.3788162
chr10	126257749	158.3791268
chr10	126258221	158.3792973
chr10	126258250	158.379301
chr10	126259685	158.3795293
chr10	126260046	158.3795761
chr10	126265904	158.3821797
chr10	126268146	158.3838747
chr10	126268448	158.4018328
chr10	126268638	158.401837
chr10	126269171	158.4021963
chr10	126270583	158.4026412
chr10	126272617	158.4041022
chr10	126278584	158.4092313
chr10	126279530	158.4096424
chr10	126280040	158.4098279
chr10	126280060	158.4098349
chr10	126280941	158.4101229
chr10	126282149	158.4106244
chr10	126284349	158.4117018
chr10	126284470	158.411711
chr10	126284955	158.4118409
chr10	126285545	158.4120085
chr10	126285661	158.4120123
chr10	126285771	158.412024
chr10	126286373	158.4157072
chr10	126288175	158.4181834
chr10	126292926	158.4901213
chr10	126298673	158.5120167
chr10	126300032	158.5133791
chr10	126300771	158.514401
chr10	126302279	158.5153093
chr10	126303376	158.5158888
chr10	126303421	158.5159208
chr10	126304339	158.5171803
chr10	126304465	158.5172346
chr10	126307847	158.5200189
chr10	126309143	158.5206528
chr10	126309763	158.5209248
chr10	126309982	158.5209414
chr10	126310982	158.5211948
chr10	126313269	158.5216928
chr10	126314067	158.5218316
chr10	126314725	158.5220453
chr10	126316596	158.5225878
chr10	126319027	158.5232594
chr10	126320555	158.5236593
chr10	126320950	158.5237804
chr10	126321545	158.524337
chr10	126325687	158.5296143
chr10	126326148	158.5302094
chr10	126328083	158.5323418
chr10	126328434	158.5323924
chr10	126328647	158.532419
chr10	126332909	158.5330264
chr10	126333921	158.5331742
chr10	126336593	158.5334045
chr10	126338264	158.5334894
chr10	126338751	158.5335126
chr10	126340331	158.5335835
chr10	126342392	158.5336809
chr10	126344728	158.5338933
chr10	126345119	158.5339307
chr10	126346286	158.5340135
chr10	126348084	158.5341468
chr10	126349090	158.5342176
chr10	126356003	158.5347008
chr10	126358356	158.5351486
chr10	126364420	158.5358852
chr10	126365186	158.5359489
chr10	126370328	158.536381
chr10	126373078	158.536524
chr10	126373353	158.5365378
chr10	126383813	158.5369018
chr10	126385113	158.5369413
chr10	126389149	158.5370996
chr10	126389556	158.5371143
chr10	126391786	158.5371976
chr10	126394194	158.5372827
chr10	126398136	158.5373913
chr10	126400794	158.537473
chr10	126401914	158.5375067
chr10	126402465	158.5375202
chr10	126403763	158.5375524
chr10	126404442	158.5375825
chr10	126404500	158.537584
chr10	126407171	158.5381711
chr10	126409143	158.5385987
chr10	126409374	158.5386493
chr10	126409831	158.538751
chr10	126414813	158.5399072
chr10	126417027	158.5400012
chr10	126423642	158.5404074
chr10	126425588	158.5405124
chr10	126427814	158.5405692
chr10	126428009	158.5405728
chr10	126428953	158.5405976
chr10	126435620	158.5408441
chr10	126436582	158.540877
chr10	126439418	158.5409858
chr10	126441375	158.5410554
chr10	126442032	158.5410813
chr10	126443471	158.5411328
chr10	126445038	158.5411974
chr10	126447807	158.5413082
chr10	126449510	158.5413825
chr10	126455852	158.5416583
chr10	126458995	158.5418132
chr10	126459178	158.5418175
chr10	126467199	158.5423085
chr10	126467396	158.542324
chr10	126470870	158.5426782
chr10	126472839	158.5429024
chr10	126475674	158.5432114
chr10	126478650	158.5434403
chr10	126480937	158.5435674
chr10	126481250	158.5435843
chr10	126481396	158.5435917
chr10	126482795	158.5436755
chr10	126486311	158.5438619
chr10	126491436	158.5441188
chr10	126495959	158.5443596
chr10	126498520	158.54448
chr10	126502238	158.5446545
chr10	126503493	158.5447442
chr10	126506546	158.5449578
chr10	126507979	158.5451088
chr10	126512958	158.5461112
chr10	126513572	158.5462321
chr10	126514204	158.5463931
chr10	126517705	158.5471718
chr10	126518391	158.5473168
chr10	126524405	158.5486361
chr10	126529829	158.5494144
chr10	126533983	158.5498956
chr10	126535340	158.5500786
chr10	126543521	158.5511799
chr10	126544560	158.5514102
chr10	126544658	158.5514198
chr10	126547196	158.5546862
chr10	126559193	158.6600409
chr10	126559269	158.6600484
chr10	126565200	158.688152
chr10	126565662	158.6888475
chr10	126568758	158.7055258
chr10	126569029	158.7069075
chr10	126569148	158.7069261
chr10	126570518	158.7089481
chr10	126571881	158.7111228
chr10	126574989	158.7151975
chr10	126577363	158.7183069
chr10	126577634	158.7186287
chr10	126580761	158.7288469
chr10	126582842	158.7295645
chr10	126583255	158.7298056
chr10	126591554	158.7336424
chr10	126599637	158.7368505
chr10	126607159	158.7373866
chr10	126613532	158.7377808
chr10	126614522	158.7378325
chr10	126619194	158.7380758
chr10	126619691	158.7381018
chr10	126620547	158.7381467
chr10	126624562	158.7383444
chr10	126625252	158.7383802
chr10	126631862	158.7387301
chr10	126634472	158.7388772
chr10	126638997	158.7391258
chr10	126640686	158.7392263
chr10	126644888	158.7394921
chr10	126648065	158.7397079
chr10	126648852	158.7397745
chr10	126654156	158.7401913
chr10	126661431	158.740618
chr10	126661663	158.7406315
chr10	126662452	158.7406784
chr10	126662769	158.7406965
chr10	126662974	158.7407025
chr10	126663988	158.7407568
chr10	126664948	158.7408513
chr10	126665355	158.740895
chr10	126666676	158.7410316
chr10	126668911	158.741531
chr10	126671678	158.7421821
chr10	126673475	158.7426229
chr10	126674124	158.7456036
chr10	126675334	158.7633308
chr10	126677518	158.766653
chr10	126678037	158.7713483
chr10	126678360	158.7716358
chr10	126678958	158.7718305
chr10	126679388	158.7720286
chr10	126681170	158.7727971
chr10	126681461	158.7728527
chr10	126683470	158.7734195
chr10	126685663	158.773875
chr10	126685837	158.7738783
chr10	126686051	158.7738824
chr10	126686862	158.7740119
chr10	126687076	158.774045
chr10	126687200	158.7740629
chr10	126690154	158.774742
chr10	126692039	158.775436
chr10	126692804	158.7757783
chr10	126692833	158.7757866
chr10	126696666	158.7776804
chr10	126697612	158.7781773
chr10	126697871	158.7783516
chr10	126701040	158.7852555
chr10	126701097	158.7853259
chr10	126701506	158.7891625
chr10	126701681	158.7895893
chr10	126704246	158.7913865
chr10	126705426	158.7919734
chr10	126705509	158.7919854
chr10	126706336	158.7921218
chr10	126706860	158.7922049
chr10	126707120	158.7922337
chr10	126707607	158.7922897
chr10	126708340	158.7923762
chr10	126708445	158.792382
chr10	126710663	158.7926289
chr10	126710778	158.7926377
chr10	126711692	158.7926956
chr10	126712525	158.7927475
chr10	126712640	158.7927526
chr10	126713123	158.7927829
chr10	126713557	158.7928074
chr10	126714284	158.7928552
chr10	126714917	158.7928985
chr10	126716070	158.7929713
chr10	126717258	158.7931387
chr10	126720410	158.7936127
chr10	126720481	158.7936179
chr10	126721726	158.7938024
chr10	126722548	158.7939213
chr10	126722922	158.7939784
chr10	126723536	158.7940893
chr10	126723597	158.7940918
chr10	126724409	158.7951113
chr10	126727987	158.8014244
chr10	126729019	158.8261047
chr10	126729139	158.8261048
chr10	126729328	158.8261063
chr10	126730787	158.9620215
chr10	126731531	158.965546
chr10	126733086	158.9712459
chr10	126733185	158.9712587
chr10	126733502	158.9755575
chr10	126736859	159.045345
chr10	126737532	159.0465914
chr10	126737648	159.0466171
chr10	126738373	159.047156
chr10	126739152	159.0477947
chr10	126740935	159.0538544
chr10	126743494	159.1611972
chr10	126744824	159.1961937
chr10	126745387	159.2473718
chr10	126745526	159.2647351
chr10	126745877	159.2700244
chr10	126746073	159.2700393
chr10	126746543	159.2725321
chr10	126750252	159.2946998
chr10	126751524	159.3028473
chr10	126754403	159.3235976
chr10	126758437	159.3289918
chr10	126762971	159.3347027
chr10	126763736	159.3357424
chr10	126765226	159.3491695
chr10	126766269	159.3497897
chr10	126766389	159.349821
chr10	126766478	159.3498444
chr10	126766707	159.349864
chr10	126767032	159.3501634
chr10	126768068	159.3514248
chr10	126771919	159.355781
chr10	126772321	159.3561785
chr10	126773160	159.3567123
chr10	126774263	159.3575172
chr10	126778181	159.3603689
chr10	126779407	159.3609374
chr10	126782355	159.3622687
chr10	126782788	159.3623494
chr10	126786372	159.3628235
chr10	126786489	159.3628528
chr10	126790332	159.3639131
chr10	126792124	159.3643625
chr10	126792384	159.3644384
chr10	126792730	159.3646008
chr10	126792768	159.3646366
chr10	126798021	159.3790338
chr10	126798867	159.3829735
chr10	126801160	159.3866825
chr10	126801662	159.3877725
chr10	126804128	159.4021595
chr10	126805026	159.4026783
chr10	126805344	159.4027946
chr10	126805394	159.4028135
chr10	126807730	159.4033272
chr10	126807831	159.4033445
chr10	126808260	159.4034262
chr10	126810142	159.4038694
chr10	126810973	159.4041686
chr10	126811460	159.4043129
chr10	126811513	159.4043155
chr10	126812124	159.404549
chr10	126813901	159.4050442
chr10	126814058	159.4050515
chr10	126818074	159.4061345
chr10	126821431	159.4082886
chr10	126823056	159.4094889
chr10	126827934	159.4178639
chr10	126833651	159.4235994
chr10	126834495	159.4243064
chr10	126834837	159.4246234
chr10	126836204	159.4258295
chr10	126836521	159.4264162
chr10	126849822	159.4445327
chr10	126852907	159.4461898
chr10	126853711	159.4472926
chr10	126856529	159.4509943
chr10	126865386	159.4626016
chr10	126865910	159.4638563
chr10	126867787	159.4749255
chr10	126875149	159.5306457
chr10	126875842	159.5339824
chr10	126880973	159.5481898
chr10	126885907	159.556843
chr10	126886917	159.5579572
chr10	126889194	159.5643786
chr10	126889636	159.5920405
chr10	126890731	159.6907041
chr10	126891586	159.6987629
chr10	126891705	159.6987679
chr10	126891786	159.6987713
chr10	126893058	159.7019464
chr10	126895990	159.7095785
chr10	126896810	159.7111697
chr10	126900740	159.7668835
chr10	126900936	159.766921
chr10	126901175	159.7670238
chr10	126901900	159.7673294
chr10	126902176	159.7674304
chr10	126904460	159.7677623
chr10	126904492	159.7677644
chr10	126904886	159.7678155
chr10	126905207	159.7678555
chr10	126905364	159.7678632
chr10	126906113	159.7680116
chr10	126908266	159.7683176
chr10	126910545	159.7685172
chr10	126913677	159.7687664
chr10	126913705	159.7687687
chr10	126914143	159.7688022
chr10	126915891	159.7689431
chr10	126916049	159.768952
chr10	126917245	159.7690338
chr10	126922705	159.76948
chr10	126926397	159.7697374
chr10	126927359	159.7698181
chr10	126928537	159.7699527
chr10	126934529	159.7718247
chr10	126937079	159.773066
chr10	126937238	159.7731052
chr10	126942586	159.7755209
chr10	126945789	159.77696
chr10	126948601	159.7773387
chr10	126952274	159.7777929
chr10	126957035	159.7782642
chr10	126957673	159.7783207
chr10	126958963	159.7784362
chr10	126959604	159.7784878
chr10	126959951	159.7785252
chr10	126960189	159.7785626
chr10	126960276	159.7785789
chr10	126966800	159.7812057
chr10	126970603	159.7816588
chr10	126971163	159.781723
chr10	126971983	159.7818675
chr10	126974205	159.7822
chr10	126981253	159.7832571
chr10	126985040	159.7836151
chr10	126993292	159.784304
chr10	126994232	159.7843599
chr10	126994600	159.7843815
chr10	126996866	159.7859149
chr10	126998027	159.7868387
chr10	126999806	159.7869936
chr10	127000671	159.7870727
chr10	127003991	159.787406
chr10	127004271	159.7874333
chr10	127004468	159.7874442
chr10	127004865	159.7874817
chr10	127010078	159.7880006
chr10	127010123	159.7880053
chr10	127011951	159.7882741
chr10	127016436	159.7889807
chr10	127023900	159.7907366
chr10	127029343	159.7920079
chr10	127029455	159.7920104
chr10	127030145	159.7921794
chr10	127030326	159.7921876
chr10	127031975	159.7927582
chr10	127034357	159.7934353
chr10	127035150	159.7936525
chr10	127041257	159.7948907
chr10	127043696	159.795305
chr10	127045067	159.7954757
chr10	127045427	159.7955254
chr10	127047070	159.7957596
chr10	127047653	159.7958472
chr10	127048576	159.796094
chr10	127050476	159.7969677
chr10	127055059	159.7991065
chr10	127056961	159.8192396
chr10	127066493	159.8248284
chr10	127070941	159.8261136
chr10	127071069	159.8261218
chr10	127071216	159.8261309
chr10	127071823	159.8262248
chr10	127075808	159.8268834
chr10	127077084	159.8271739
chr10	127077255	159.8271823
chr10	127082411	159.8288734
chr10	127086957	159.8303673
chr10	127089397	159.8321089
chr10	127089415	159.8321118
chr10	127090398	159.8324771
chr10	127091873	159.8343759
chr10	127094248	159.9527279
